ticker,company,sector,sub-sector,quarter,year,date,sentiment scores,compiled sentiment
PPL,PPL Corporation,Utilities,Electric Utilities,QQ1,2024,5/1/2024 0:00,"{'neg': 0.021, 'neu': 0.745, 'pos': 0.234, 'compound': 1.0}",1
PFG,Principal Financial Group,Financials,Life & Health Insurance,QQ1,2024,4/26/2024 0:00,"{'neg': 0.022, 'neu': 0.712, 'pos': 0.266, 'compound': 1.0}",1
PG,Procter & Gamble,Consumer Staples,Personal Care Products,QQ1,2024,10/18/2023 11:27,"{'neg': 0.025, 'neu': 0.66, 'pos': 0.315, 'compound': 1.0}",1
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,QQ1,2024,5/7/2024 0:00,"{'neg': 0.031, 'neu': 0.755, 'pos': 0.213, 'compound': 1.0}",1
PLD,Prologis,Real Estate,Industrial REITs,QQ1,2024,4/17/2024 15:27,"{'neg': 0.041, 'neu': 0.766, 'pos': 0.192, 'compound': 1.0}",1
PRU,Prudential Financial,Financials,Life & Health Insurance,QQ1,2024,5/1/2024 0:00,"{'neg': 0.026, 'neu': 0.727, 'pos': 0.247, 'compound': 1.0}",1
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,QQ1,2024,4/30/2024 15:48,"{'neg': 0.018, 'neu': 0.771, 'pos': 0.211, 'compound': 1.0}",1
PTC,PTC,Information Technology,Application Software,QQ1,2024,1/31/2024 20:47,"{'neg': 0.022, 'neu': 0.708, 'pos': 0.27, 'compound': 1.0}",1
PSA,Public Storage,Real Estate,Self-Storage REITs,QQ1,2024,5/1/2024 0:00,"{'neg': 0.03, 'neu': 0.756, 'pos': 0.214, 'compound': 1.0}",1
PHM,PulteGroup,Consumer Discretionary,Homebuilding,QQ1,2024,4/23/2024 11:47,"{'neg': 0.035, 'neu': 0.727, 'pos': 0.239, 'compound': 1.0}",1
QRVO,Qorvo,Information Technology,Semiconductors,QQ1,2024,8/2/2023 20:15,"{'neg': 0.034, 'neu': 0.735, 'pos': 0.231, 'compound': 1.0}",1
PWR,Quanta Services,Industrials,Construction & Engineering,QQ1,2024,5/2/2024 0:00,"{'neg': 0.026, 'neu': 0.749, 'pos': 0.225, 'compound': 1.0}",1
QCOM,Qualcomm,Information Technology,Semiconductors,QQ1,2024,1/31/2024 19:29,"{'neg': 0.015, 'neu': 0.751, 'pos': 0.234, 'compound': 1.0}",1
DGX,Quest Diagnostics,Health Care,Health Care Services,QQ1,2024,4/23/2024 12:31,"{'neg': 0.023, 'neu': 0.73, 'pos': 0.247, 'compound': 1.0}",1
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",QQ1,2024,8/10/2023 13:15,"{'neg': 0.027, 'neu': 0.747, 'pos': 0.226, 'compound': 1.0}",1
RJF,Raymond James,Financials,Investment Banking & Brokerage,QQ1,2024,4/24/2024 0:00,"{'neg': 0.026, 'neu': 0.732, 'pos': 0.242, 'compound': 1.0}",1
RTX,RTX Corporation,Industrials,Aerospace & Defense,QQ1,2024,4/23/2024 12:30,"{'neg': 0.029, 'neu': 0.719, 'pos': 0.252, 'compound': 1.0}",1
O,Realty Income,Real Estate,Retail REITs,QQ1,2024,5/7/2024 16:38,"{'neg': 0.028, 'neu': 0.74, 'pos': 0.232, 'compound': 1.0}",1
REG,Regency Centers,Real Estate,Retail REITs,QQ1,2024,5/3/2024 0:00,"{'neg': 0.021, 'neu': 0.74, 'pos': 0.239, 'compound': 1.0}",1
REGN,Regeneron,Health Care,Biotechnology,QQ1,2024,5/2/2024 0:00,"{'neg': 0.054, 'neu': 0.768, 'pos': 0.178, 'compound': 1.0}",1
RF,Regions Financial Corporation,Financials,Regional Banks,QQ1,2024,4/19/2024 13:18,"{'neg': 0.049, 'neu': 0.723, 'pos': 0.228, 'compound': 1.0}",1
RSG,Republic Services,Industrials,Environmental & Facilities Services,QQ1,2024,4/30/2024 0:00,"{'neg': 0.025, 'neu': 0.739, 'pos': 0.236, 'compound': 1.0}",1
RMD,ResMed,Health Care,Health Care Equipment,QQ1,2024,10/26/2023 21:52,"{'neg': 0.03, 'neu': 0.724, 'pos': 0.246, 'compound': 1.0}",1
RVTY,Revvity,Health Care,Health Care Equipment,QQ1,2024,4/29/2024 0:00,"{'neg': 0.031, 'neu': 0.769, 'pos': 0.199, 'compound': 1.0}",1
RHI,Robert Half,Industrials,Human Resource & Employment Services,QQ1,2024,4/25/2024 0:00,"{'neg': 0.032, 'neu': 0.752, 'pos': 0.216, 'compound': 1.0}",1
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,QQ1,2024,1/31/2024 12:47,"{'neg': 0.024, 'neu': 0.769, 'pos': 0.206, 'compound': 1.0}",1
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,QQ1,2024,4/25/2024 0:00,"{'neg': 0.03, 'neu': 0.695, 'pos': 0.275, 'compound': 1.0}",1
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,QQ1,2024,4/26/2024 0:00,"{'neg': 0.026, 'neu': 0.736, 'pos': 0.238, 'compound': 1.0}",1
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,QQ1,2024,5/18/2023 0:00,"{'neg': 0.029, 'neu': 0.779, 'pos': 0.192, 'compound': 1.0}",1
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",QQ1,2024,4/25/2024 0:00,"{'neg': 0.025, 'neu': 0.714, 'pos': 0.261, 'compound': 1.0}",1
SPGI,S&P Global,Financials,Financial Exchanges & Data,QQ1,2024,4/25/2024 0:00,"{'neg': 0.019, 'neu': 0.731, 'pos': 0.249, 'compound': 1.0}",1
CRM,Salesforce,Information Technology,Application Software,QQ1,2024,5/31/2023 21:02,"{'neg': 0.019, 'neu': 0.737, 'pos': 0.244, 'compound': 1.0}",1
SBAC,SBA Communications,Real Estate,Telecom Tower REITs,QQ1,2024,4/29/2024 0:00,"{'neg': 0.045, 'neu': 0.754, 'pos': 0.201, 'compound': 1.0}",1
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,QQ1,2024,4/19/2024 14:29,"{'neg': 0.03, 'neu': 0.713, 'pos': 0.258, 'compound': 1.0}",1
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",QQ1,2024,10/26/2023 12:46,"{'neg': 0.048, 'neu': 0.725, 'pos': 0.227, 'compound': 1.0}",1
SRE,Sempra Energy,Utilities,Multi-Utilities,QQ1,2024,5/7/2024 0:00,"{'neg': 0.019, 'neu': 0.728, 'pos': 0.253, 'compound': 1.0}",1
NOW,ServiceNow,Information Technology,Systems Software,QQ1,2024,4/24/2024 0:00,"{'neg': 0.016, 'neu': 0.755, 'pos': 0.229, 'compound': 1.0}",1
SHW,Sherwin-Williams,Materials,Specialty Chemicals,QQ1,2024,4/23/2024 14:51,"{'neg': 0.034, 'neu': 0.739, 'pos': 0.227, 'compound': 1.0}",1
SPG,Simon Property Group,Real Estate,Retail REITs,QQ1,2024,5/6/2024 0:00,"{'neg': 0.027, 'neu': 0.759, 'pos': 0.214, 'compound': 1.0}",1
SWKS,Skyworks Solutions,Information Technology,Semiconductors,QQ1,2024,1/30/2024 18:55,"{'neg': 0.04, 'neu': 0.734, 'pos': 0.227, 'compound': 1.0}",1
SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,QQ1,2024,8/29/2023 11:39,"{'neg': 0.032, 'neu': 0.729, 'pos': 0.239, 'compound': 0.9999}",1
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,QQ1,2024,4/18/2024 13:24,"{'neg': 0.059, 'neu': 0.723, 'pos': 0.218, 'compound': 1.0}",1
SO,Southern Company,Utilities,Electric Utilities,QQ1,2024,5/2/2024 0:00,"{'neg': 0.028, 'neu': 0.745, 'pos': 0.227, 'compound': 1.0}",1
LUV,Southwest Airlines,Industrials,Passenger Airlines,QQ1,2024,4/25/2024 0:00,"{'neg': 0.044, 'neu': 0.746, 'pos': 0.21, 'compound': 1.0}",1
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,QQ1,2024,5/2/2024 0:00,"{'neg': 0.034, 'neu': 0.729, 'pos': 0.237, 'compound': 1.0}",1
SBUX,Starbucks,Consumer Discretionary,Restaurants,QQ1,2024,1/30/2024 21:50,"{'neg': 0.022, 'neu': 0.711, 'pos': 0.268, 'compound': 1.0}",1
STT,State Street Corporation,Financials,Asset Management & Custody Banks,QQ1,2024,4/12/2024 13:50,"{'neg': 0.017, 'neu': 0.751, 'pos': 0.232, 'compound': 1.0}",1
STLD,Steel Dynamics,Materials,Steel,QQ1,2024,4/24/2024 0:00,"{'neg': 0.025, 'neu': 0.733, 'pos': 0.242, 'compound': 1.0}",1
STE,Steris,Health Care,Health Care Equipment,QQ1,2024,8/2/2023 13:44,"{'neg': 0.031, 'neu': 0.747, 'pos': 0.223, 'compound': 0.9999}",1
SYK,Stryker Corporation,Health Care,Health Care Equipment,QQ1,2024,4/30/2024 0:00,"{'neg': 0.035, 'neu': 0.716, 'pos': 0.249, 'compound': 1.0}",1
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",QQ1,2024,11/1/2023 20:27,"{'neg': 0.029, 'neu': 0.742, 'pos': 0.229, 'compound': 1.0}",1
SYF,Synchrony Financial,Financials,Consumer Finance,QQ1,2024,4/24/2024 0:00,"{'neg': 0.031, 'neu': 0.763, 'pos': 0.206, 'compound': 1.0}",1
SNPS,Synopsys,Information Technology,Application Software,QQ1,2024,2/21/2024 20:27,"{'neg': 0.011, 'neu': 0.763, 'pos': 0.225, 'compound': 1.0}",1
SYY,Sysco,Consumer Staples,Food Distributors,QQ1,2024,10/31/2023 14:44,"{'neg': 0.018, 'neu': 0.678, 'pos': 0.304, 'compound': 1.0}",1
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,QQ1,2024,4/25/2024 0:00,"{'neg': 0.021, 'neu': 0.726, 'pos': 0.253, 'compound': 1.0}",1
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,QQ1,2024,4/26/2024 0:00,"{'neg': 0.026, 'neu': 0.738, 'pos': 0.237, 'compound': 1.0}",1
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,QQ1,2024,8/8/2023 19:31,"{'neg': 0.033, 'neu': 0.712, 'pos': 0.256, 'compound': 1.0}",1
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",QQ1,2024,11/9/2023 13:20,"{'neg': 0.031, 'neu': 0.7, 'pos': 0.268, 'compound': 1.0}",1
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,QQ1,2024,5/2/2024 0:00,"{'neg': 0.019, 'neu': 0.765, 'pos': 0.216, 'compound': 1.0}",1
TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,QQ1,2024,5/17/2023 0:00,"{'neg': 0.042, 'neu': 0.723, 'pos': 0.235, 'compound': 1.0}",1
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,QQ1,2024,1/24/2024 15:24,"{'neg': 0.018, 'neu': 0.752, 'pos': 0.23, 'compound': 1.0}",1
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,QQ1,2024,4/24/2024 0:00,"{'neg': 0.039, 'neu': 0.761, 'pos': 0.2, 'compound': 0.9999}",1
TFX,Teleflex,Health Care,Health Care Equipment,QQ1,2024,5/2/2024 0:00,"{'neg': 0.031, 'neu': 0.751, 'pos': 0.218, 'compound': 1.0}",1
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,QQ1,2024,4/25/2024 0:00,"{'neg': 0.032, 'neu': 0.775, 'pos': 0.193, 'compound': 1.0}",1
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,QQ1,2024,4/23/2024 22:30,"{'neg': 0.034, 'neu': 0.711, 'pos': 0.255, 'compound': 1.0}",1
TXN,Texas Instruments,Information Technology,Semiconductors,QQ1,2024,4/23/2024 18:48,"{'neg': 0.022, 'neu': 0.742, 'pos': 0.236, 'compound': 1.0}",1
TXT,Textron,Industrials,Aerospace & Defense,QQ1,2024,4/25/2024 0:00,"{'neg': 0.028, 'neu': 0.756, 'pos': 0.216, 'compound': 1.0}",1
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,QQ1,2024,4/24/2024 0:00,"{'neg': 0.02, 'neu': 0.711, 'pos': 0.269, 'compound': 1.0}",1
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,QQ1,2024,5/17/2023 15:22,"{'neg': 0.022, 'neu': 0.671, 'pos': 0.307, 'compound': 1.0}",1
TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,QQ1,2024,4/25/2024 0:00,"{'neg': 0.025, 'neu': 0.727, 'pos': 0.248, 'compound': 1.0}",1
TT,Trane Technologies,Industrials,Building Products,QQ1,2024,4/30/2024 0:00,"{'neg': 0.019, 'neu': 0.721, 'pos': 0.26, 'compound': 1.0}",1
TDG,TransDigm Group,Industrials,Aerospace & Defense,QQ1,2024,2/8/2024 13:11,"{'neg': 0.023, 'neu': 0.74, 'pos': 0.237, 'compound': 1.0}",1
TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,QQ1,2024,4/17/2024 12:47,"{'neg': 0.038, 'neu': 0.718, 'pos': 0.245, 'compound': 1.0}",1
TRMB,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,QQ1,2024,5/3/2024 0:00,"{'neg': 0.038, 'neu': 0.758, 'pos': 0.204, 'compound': 1.0}",1
TFC,Truist,Financials,Regional Banks,QQ1,2024,4/22/2024 11:10,"{'neg': 0.03, 'neu': 0.735, 'pos': 0.235, 'compound': 1.0}",1
TYL,Tyler Technologies,Information Technology,Application Software,QQ1,2024,4/25/2024 0:00,"{'neg': 0.026, 'neu': 0.773, 'pos': 0.201, 'compound': 1.0}",1
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,QQ1,2024,2/5/2024 13:10,"{'neg': 0.026, 'neu': 0.697, 'pos': 0.277, 'compound': 1.0}",1
USB,U.S. Bank,Financials,Diversified Banks,QQ1,2024,4/17/2024 0:00,"{'neg': 0.027, 'neu': 0.744, 'pos': 0.229, 'compound': 1.0}",1
UBER,Uber,Industrials,Passenger Ground Transportation,QQ1,2024,5/8/2024 0:00,"{'neg': 0.029, 'neu': 0.719, 'pos': 0.253, 'compound': 1.0}",1
UDR,"UDR, Inc.",Real Estate,Multi-Family Residential REITs,QQ1,2024,5/1/2024 0:00,"{'neg': 0.035, 'neu': 0.751, 'pos': 0.214, 'compound': 1.0}",1
ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,QQ1,2024,5/25/2023 0:00,"{'neg': 0.026, 'neu': 0.662, 'pos': 0.312, 'compound': 1.0}",1
UNP,Union Pacific Corporation,Industrials,Rail Transportation,QQ1,2024,4/25/2024 0:00,"{'neg': 0.026, 'neu': 0.708, 'pos': 0.266, 'compound': 1.0}",1
UAL,United Airlines Holdings,Industrials,Passenger Airlines,QQ1,2024,4/17/2024 14:48,"{'neg': 0.033, 'neu': 0.706, 'pos': 0.26, 'compound': 1.0}",1
UPS,United Parcel Service,Industrials,Air Freight & Logistics,QQ1,2024,4/23/2024 12:09,"{'neg': 0.019, 'neu': 0.757, 'pos': 0.224, 'compound': 1.0}",1
URI,United Rentals,Industrials,Trading Companies & Distributors,QQ1,2024,4/25/2024 0:00,"{'neg': 0.027, 'neu': 0.706, 'pos': 0.267, 'compound': 1.0}",1
UNH,UnitedHealth Group,Health Care,Managed Health Care,QQ1,2024,4/16/2024 12:40,"{'neg': 0.032, 'neu': 0.702, 'pos': 0.267, 'compound': 1.0}",1
UHS,Universal Health Services,Health Care,Health Care Facilities,QQ1,2024,4/25/2024 0:00,"{'neg': 0.027, 'neu': 0.745, 'pos': 0.228, 'compound': 1.0}",1
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,QQ1,2024,4/25/2024 0:00,"{'neg': 0.053, 'neu': 0.777, 'pos': 0.17, 'compound': 0.9999}",1
VTR,Ventas,Real Estate,Health Care REITs,QQ1,2024,5/2/2024 0:00,"{'neg': 0.016, 'neu': 0.703, 'pos': 0.281, 'compound': 1.0}",1
VLTO,Veralto,Industrials,Environmental & Facilities Services,QQ1,2024,4/24/2024 0:00,"{'neg': 0.024, 'neu': 0.742, 'pos': 0.233, 'compound': 1.0}",1
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,QQ1,2024,4/25/2024 0:00,"{'neg': 0.039, 'neu': 0.775, 'pos': 0.187, 'compound': 0.9998}",1
VRSK,Verisk,Industrials,Research & Consulting Services,QQ1,2024,5/1/2024 0:00,"{'neg': 0.035, 'neu': 0.703, 'pos': 0.262, 'compound': 1.0}",1
VZ,Verizon,Communication Services,Integrated Telecommunication Services,QQ1,2024,4/22/2024 12:01,"{'neg': 0.031, 'neu': 0.717, 'pos': 0.252, 'compound': 1.0}",1
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,QQ1,2024,5/6/2024 0:00,"{'neg': 0.057, 'neu': 0.747, 'pos': 0.196, 'compound': 1.0}",1
VTRS,Viatris,Health Care,Pharmaceuticals,QQ1,2024,5/9/2024 0:00,"{'neg': 0.014, 'neu': 0.742, 'pos': 0.245, 'compound': 1.0}",1
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,QQ1,2024,5/2/2024 0:00,"{'neg': 0.03, 'neu': 0.718, 'pos': 0.252, 'compound': 1.0}",1
V,Visa Inc.,Financials,Transaction & Payment Processing Services,QQ1,2024,1/25/2024 20:30,"{'neg': 0.021, 'neu': 0.738, 'pos': 0.241, 'compound': 1.0}",1
VST,Vistra,Utilities,Electric Utilities,QQ1,2024,5/8/2024 0:00,"{'neg': 0.024, 'neu': 0.746, 'pos': 0.231, 'compound': 1.0}",1
VMC,Vulcan Materials Company,Materials,Construction Materials,QQ1,2024,5/2/2024 0:00,"{'neg': 0.049, 'neu': 0.71, 'pos': 0.241, 'compound': 1.0}",1
WRB,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,QQ1,2024,4/23/2024 20:14,"{'neg': 0.09, 'neu': 0.675, 'pos': 0.236, 'compound': 1.0}",1
GWW,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,QQ1,2024,4/25/2024 0:00,"{'neg': 0.034, 'neu': 0.732, 'pos': 0.233, 'compound': 1.0}",1
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,QQ1,2024,4/24/2024 0:00,"{'neg': 0.018, 'neu': 0.745, 'pos': 0.237, 'compound': 1.0}",1
WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,QQ1,2024,1/4/2024 11:49,"{'neg': 0.029, 'neu': 0.693, 'pos': 0.278, 'compound': 1.0}",1
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,QQ1,2024,5/18/2023 11:17,"{'neg': 0.021, 'neu': 0.724, 'pos': 0.255, 'compound': 1.0}",1
DIS,Walt Disney Company (The),Communication Services,Movies & Entertainment,QQ1,2024,2/7/2024 20:48,"{'neg': 0.021, 'neu': 0.71, 'pos': 0.269, 'compound': 1.0}",1
WBD,Warner Bros. Discovery,Communication Services,Broadcasting,QQ1,2024,5/9/2024 0:00,"{'neg': 0.027, 'neu': 0.704, 'pos': 0.269, 'compound': 1.0}",1
WM,Waste Management,Industrials,Environmental & Facilities Services,QQ1,2024,4/25/2024 0:00,"{'neg': 0.024, 'neu': 0.733, 'pos': 0.243, 'compound': 1.0}",1
WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,QQ1,2024,5/7/2024 0:00,"{'neg': 0.042, 'neu': 0.766, 'pos': 0.193, 'compound': 1.0}",1
WEC,WEC Energy Group,Utilities,Electric Utilities,QQ1,2024,5/1/2024 0:00,"{'neg': 0.016, 'neu': 0.762, 'pos': 0.222, 'compound': 1.0}",1
WFC,Wells Fargo,Financials,Diversified Banks,QQ1,2024,4/12/2024 13:44,"{'neg': 0.037, 'neu': 0.734, 'pos': 0.229, 'compound': 1.0}",1
WELL,Welltower,Real Estate,Health Care REITs,QQ1,2024,4/30/2024 0:00,"{'neg': 0.039, 'neu': 0.717, 'pos': 0.244, 'compound': 1.0}",1
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,QQ1,2024,4/25/2024 0:00,"{'neg': 0.028, 'neu': 0.77, 'pos': 0.202, 'compound': 0.9999}",1
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",QQ1,2024,10/30/2023 12:19,"{'neg': 0.034, 'neu': 0.73, 'pos': 0.236, 'compound': 1.0}",1
WY,Weyerhaeuser,Real Estate,Timber REITs,QQ1,2024,4/26/2024 0:00,"{'neg': 0.048, 'neu': 0.756, 'pos': 0.195, 'compound': 1.0}",1
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,QQ1,2024,5/7/2024 0:00,"{'neg': 0.035, 'neu': 0.719, 'pos': 0.247, 'compound': 1.0}",1
WTW,Willis Towers Watson,Financials,Insurance Brokers,QQ1,2024,4/25/2024 0:00,"{'neg': 0.031, 'neu': 0.686, 'pos': 0.283, 'compound': 1.0}",1
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,QQ1,2024,5/7/2024 0:00,"{'neg': 0.024, 'neu': 0.744, 'pos': 0.232, 'compound': 1.0}",1
XEL,Xcel Energy,Utilities,Multi-Utilities,QQ1,2024,4/25/2024 0:00,"{'neg': 0.045, 'neu': 0.711, 'pos': 0.244, 'compound': 1.0}",1
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,QQ1,2024,5/2/2024 0:00,"{'neg': 0.019, 'neu': 0.733, 'pos': 0.248, 'compound': 1.0}",1
YUM,Yum! Brands,Consumer Discretionary,Restaurants,QQ1,2024,5/1/2024 0:00,"{'neg': 0.026, 'neu': 0.728, 'pos': 0.245, 'compound': 1.0}",1
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,QQ1,2024,4/30/2024 0:00,"{'neg': 0.025, 'neu': 0.739, 'pos': 0.236, 'compound': 1.0}",1
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,QQ1,2024,5/2/2024 0:00,"{'neg': 0.024, 'neu': 0.712, 'pos': 0.264, 'compound': 1.0}",1
ZTS,Zoetis,Health Care,Pharmaceuticals,QQ1,2024,5/2/2024 0:00,"{'neg': 0.032, 'neu': 0.723, 'pos': 0.245, 'compound': 1.0}",1
